
		=====| REDE NEURAL ARTIFICIAL EVOLUTIVA |=====

	OBJETIVO: Aprendizado da Funcao Logica P E Q.

	Licoes:
	 LICAO    P    Q  (Resultado Esperado)
	+------+----+----+---------------------+
	(1) - 0   0   0
	(2) - 0   1   0
	(3) - 1   0   0
	(4) - 1   1   1


	Learning Rate: 0.20
	Sinapse Threshold: 0.60
	Populacao MAXIMA: 300.
	3 MUTACOES a cada sequencia de 5 GERACOES.
	TOTAL de GERACOES: 10.




	INICIO DO TREINAMENTO: Dia: 8   Mes: 5   Ano: 2024

Dia da Semana: 3.
14:4:7.


	 TABELA DE INDIVIDUOS:
| 	(1) 	| numero = 1 	| endr = 0067FE80 	| err = 0 	| 1 -> 2 	| genes = 0.46,0.45,0.59,0.04,0.88,0.72,	|
| 	(1) 	| numero = 694 	| endr = 0067FE80 	| err = 2 	| 694 -> 697 	| genes = 0.89,0.97,0.60,0.67,0.70,0.81,	|
| 	(1) 	| numero = 697 	| endr = 0067FE80 	| err = 2 	| 697 -> 737 	| genes = 0.89,0.97,0.60,0.25,0.87,0.54,	|
| 	(1) 	| numero = 737 	| endr = 0067FE80 	| err = 2 	| 737 -> 746 	| genes = 1.00,0.77,0.87,0.98,0.96,0.65,	|
| 	(1) 	| numero = 746 	| endr = 0067FE80 	| err = 2 	| 746 -> 754 	| genes = 0.99,0.65,0.51,0.81,0.87,1.00,	|
| 	(1) 	| numero = 754 	| endr = 0067FE80 	| err = 2 	| 754 -> 774 	| genes = 0.99,0.81,0.96,0.21,0.82,0.24,	|
| 	(1) 	| numero = 774 	| endr = 0067FE80 	| err = 2 	| 774 -> 786 	| genes = 0.78,0.67,0.77,0.21,0.82,0.92,	|
| 	(1) 	| numero = 786 	| endr = 0067FE80 	| err = 2 	| 786 -> 790 	| genes = 0.65,0.79,0.35,0.18,0.99,0.73,	|
| 	(1) 	| numero = 790 	| endr = 0067FE80 	| err = 2 	| 790 -> 793 	| genes = 0.93,0.86,0.89,0.20,0.99,0.00,	|
| 	(1) 	| numero = 793 	| endr = 0067FE80 	| err = 2 	| 793 -> 838 	| genes = 0.93,0.86,0.89,0.88,0.04,0.79,	|
| 	(1) 	| numero = 838 	| endr = 0067FE80 	| err = 2 	| 838 -> 841 	| genes = 0.75,0.55,0.90,0.06,0.72,0.02,	|
| 	(1) 	| numero = 841 	| endr = 0067FE80 	| err = 2 	| 841 -> 874 	| genes = 0.75,0.55,0.90,0.98,0.59,0.75,	|
| 	(1) 	| numero = 874 	| endr = 0067FE80 	| err = 2 	| 874 -> 877 	| genes = 0.65,0.37,0.83,0.64,0.57,0.26,	|
| 	(1) 	| numero = 877 	| endr = 0067FE80 	| err = 2 	| 877 -> NULL 	| genes = 0.65,0.37,0.83,0.76,0.04,0.75,	|
TAM 0Mbytes

	 TABELA DE INDIVIDUOS:
| 	(1) 	| numero = 1 	| endr = 0067FE80 	| err = 0 	| 1 -> 2 	| genes = 0.46,0.45,0.59,0.04,0.88,0.72,	|
| 	(1) 	| numero = 2 	| endr = 0067FE80 	| err = 0 	| 2 -> 13 	| genes = 0.50,0.25,0.50,0.95,0.57,0.26,	|
| 	(1) 	| numero = 13 	| endr = 0067FE80 	| err = 0 	| 13 -> 17 	| genes = 0.12,0.15,0.55,0.51,0.41,0.67,	|
| 	(1) 	| numero = 17 	| endr = 0067FE80 	| err = 0 	| 17 -> 20 	| genes = 0.59,0.20,0.31,0.49,0.27,0.93,	|
| 	(1) 	| numero = 20 	| endr = 0067FE80 	| err = 0 	| 20 -> 21 	| genes = 0.36,0.90,0.28,0.88,0.42,0.30,	|
| 	(1) 	| numero = 21 	| endr = 0067FE80 	| err = 0 	| 21 -> 24 	| genes = 0.38,0.12,0.25,0.50,0.10,0.81,	|
| 	(1) 	| numero = 24 	| endr = 0067FE80 	| err = 0 	| 24 -> 34 	| genes = 0.48,0.54,0.26,0.84,0.51,0.84,	|
| 	(1) 	| numero = 34 	| endr = 0067FE80 	| err = 0 	| 34 -> 55 	| genes = 0.18,0.32,0.49,0.00,0.85,0.85,	|
| 	(1) 	| numero = 55 	| endr = 0067FE80 	| err = 0 	| 55 -> 60 	| genes = 0.39,0.65,0.30,0.56,0.87,0.06,	|
| 	(1) 	| numero = 60 	| endr = 0067FE80 	| err = 0 	| 60 -> 61 	| genes = 0.53,0.82,0.25,0.97,0.97,0.10,	|
| 	(1) 	| numero = 61 	| endr = 0067FE80 	| err = 0 	| 61 -> 66 	| genes = 0.67,0.52,0.55,0.16,0.51,0.23,	|
| 	(1) 	| numero = 66 	| endr = 0067FE80 	| err = 0 	| 66 -> 68 	| genes = 0.97,0.29,0.51,0.32,0.12,0.97,	|
| 	(1) 	| numero = 68 	| endr = 0067FE80 	| err = 0 	| 68 -> 70 	| genes = 0.08,0.44,0.53,0.36,1.00,0.85,	|
| 	(1) 	| numero = 70 	| endr = 0067FE80 	| err = 0 	| 70 -> 72 	| genes = 0.40,0.33,0.46,0.34,0.78,0.43,	|
| 	(1) 	| numero = 72 	| endr = 0067FE80 	| err = 0 	| 72 -> 75 	| genes = 0.27,0.15,0.46,0.17,0.97,0.71,	|
| 	(1) 	| numero = 75 	| endr = 0067FE80 	| err = 0 	| 75 -> 82 	| genes = 0.26,0.53,0.46,0.86,0.71,0.60,	|
| 	(1) 	| numero = 82 	| endr = 0067FE80 	| err = 0 	| 82 -> 84 	| genes = 0.99,0.50,0.08,0.47,0.19,0.49,	|
| 	(1) 	| numero = 84 	| endr = 0067FE80 	| err = 0 	| 84 -> 96 	| genes = 0.35,0.39,0.53,0.67,0.69,0.68,	|
| 	(1) 	| numero = 96 	| endr = 0067FE80 	| err = 0 	| 96 -> 103 	| genes = 0.13,0.34,0.56,0.57,0.97,0.50,	|
| 	(1) 	| numero = 103 	| endr = 0067FE80 	| err = 0 	| 103 -> 111 	| genes = 0.61,0.30,0.55,0.40,0.53,0.73,	|
| 	(1) 	| numero = 111 	| endr = 0067FE80 	| err = 0 	| 111 -> 137 	| genes = 0.55,0.24,0.08,0.98,0.96,0.65,	|
| 	(1) 	| numero = 137 	| endr = 0067FE80 	| err = 0 	| 137 -> 155 	| genes = 0.58,0.53,0.26,0.98,0.59,0.75,	|
| 	(1) 	| numero = 155 	| endr = 0067FE80 	| err = 0 	| 155 -> 167 	| genes = 0.56,0.51,0.24,0.60,0.31,0.57,	|
| 	(1) 	| numero = 167 	| endr = 0067FE80 	| err = 0 	| 167 -> 168 	| genes = 0.13,0.68,0.50,0.73,0.77,0.34,	|
| 	(1) 	| numero = 168 	| endr = 0067FE80 	| err = 0 	| 168 -> 169 	| genes = 0.59,0.61,0.32,0.42,0.98,0.34,	|
| 	(1) 	| numero = 169 	| endr = 0067FE80 	| err = 0 	| 169 -> 177 	| genes = 0.31,0.29,0.55,0.48,0.56,0.95,	|
| 	(1) 	| numero = 177 	| endr = 0067FE80 	| err = 0 	| 177 -> 179 	| genes = 0.19,0.97,0.41,0.67,0.92,0.43,	|
| 	(1) 	| numero = 179 	| endr = 0067FE80 	| err = 0 	| 179 -> 196 	| genes = 0.15,0.65,0.45,0.10,0.76,0.02,	|
| 	(1) 	| numero = 196 	| endr = 0067FE80 	| err = 0 	| 196 -> 198 	| genes = 1.00,0.63,0.06,0.19,0.38,0.27,	|
| 	(1) 	| numero = 198 	| endr = 0067FE80 	| err = 0 	| 198 -> 203 	| genes = 0.30,0.27,0.32,0.66,0.95,0.12,	|
| 	(1) 	| numero = 203 	| endr = 0067FE80 	| err = 0 	| 203 -> 211 	| genes = 0.77,0.06,0.06,0.54,0.59,0.72,	|
| 	(1) 	| numero = 211 	| endr = 0067FE80 	| err = 0 	| 211 -> 212 	| genes = 0.57,0.26,0.04,0.96,0.64,0.55,	|
| 	(1) 	| numero = 212 	| endr = 0067FE80 	| err = 0 	| 212 -> 233 	| genes = 0.34,0.27,0.54,0.33,0.22,0.94,	|
| 	(1) 	| numero = 233 	| endr = 0067FE80 	| err = 0 	| 233 -> 234 	| genes = 0.95,0.44,0.34,0.21,0.57,0.71,	|
| 	(1) 	| numero = 234 	| endr = 0067FE80 	| err = 0 	| 234 -> 246 	| genes = 0.61,0.93,0.56,0.14,0.36,0.37,	|
| 	(1) 	| numero = 246 	| endr = 0067FE80 	| err = 0 	| 246 -> 250 	| genes = 0.44,0.90,0.46,0.37,0.57,0.26,	|
| 	(1) 	| numero = 250 	| endr = 0067FE80 	| err = 0 	| 250 -> 266 	| genes = 0.40,0.10,0.57,0.93,0.69,0.50,	|
| 	(1) 	| numero = 266 	| endr = 0067FE80 	| err = 0 	| 266 -> 271 	| genes = 0.58,0.89,0.09,0.87,0.27,0.37,	|
| 	(1) 	| numero = 271 	| endr = 0067FE80 	| err = 0 	| 271 -> 281 	| genes = 0.58,0.36,0.22,0.31,0.68,0.76,	|
| 	(1) 	| numero = 281 	| endr = 0067FE80 	| err = 0 	| 281 -> 283 	| genes = 0.34,0.01,0.33,0.09,0.98,0.20,	|
| 	(1) 	| numero = 283 	| endr = 0067FE80 	| err = 0 	| 283 -> 294 	| genes = 0.14,0.16,0.56,0.05,0.96,0.44,	|
| 	(1) 	| numero = 294 	| endr = 0067FE80 	| err = 0 	| 294 -> 295 	| genes = 0.52,0.52,0.20,0.13,0.77,0.12,	|
| 	(1) 	| numero = 295 	| endr = 0067FE80 	| err = 0 	| 295 -> 299 	| genes = 0.74,0.87,0.29,0.25,0.55,0.44,	|
| 	(1) 	| numero = 299 	| endr = 0067FE80 	| err = 0 	| 299 -> 300 	| genes = 0.41,0.61,0.54,0.47,0.97,0.49,	|
| 	(1) 	| numero = 300 	| endr = 0067FE80 	| err = 0 	| 300 -> 301 	| genes = 0.50,0.08,0.26,0.08,0.60,0.75,	|
| 	(1) 	| numero = 301 	| endr = 0067FE80 	| err = 0 	| 301 -> 302 	| genes = 0.46,0.45,0.59,0.95,0.57,0.26,	|
| 	(1) 	| numero = 302 	| endr = 0067FE80 	| err = 0 	| 302 -> 305 	| genes = 0.50,0.25,0.50,0.04,0.88,0.72,	|
| 	(1) 	| numero = 305 	| endr = 0067FE80 	| err = 0 	| 305 -> 350 	| genes = 0.50,0.25,0.50,0.91,0.70,1.00,	|
| 	(1) 	| numero = 350 	| endr = 0067FE80 	| err = 0 	| 350 -> 362 	| genes = 0.84,0.25,0.28,0.51,0.41,0.67,	|
| 	(1) 	| numero = 362 	| endr = 0067FE80 	| err = 0 	| 362 -> 365 	| genes = 0.59,0.20,0.31,0.26,0.96,0.46,	|
| 	(1) 	| numero = 365 	| endr = 0067FE80 	| err = 0 	| 365 -> 378 	| genes = 0.59,0.20,0.31,0.69,0.64,0.48,	|
| 	(1) 	| numero = 378 	| endr = 0067FE80 	| err = 0 	| 378 -> 393 	| genes = 0.38,0.12,0.25,0.88,0.42,0.30,	|
| 	(1) 	| numero = 393 	| endr = 0067FE80 	| err = 0 	| 393 -> 430 	| genes = 0.48,0.54,0.26,0.07,0.42,0.34,	|
| 	(1) 	| numero = 430 	| endr = 0067FE80 	| err = 0 	| 430 -> 449 	| genes = 0.18,0.32,0.49,0.04,0.60,0.16,	|
| 	(1) 	| numero = 449 	| endr = 0067FE80 	| err = 0 	| 449 -> 490 	| genes = 0.93,0.90,0.54,0.51,0.25,0.58,	|
| 	(1) 	| numero = 490 	| endr = 0067FE80 	| err = 0 	| 490 -> 493 	| genes = 0.24,0.44,0.36,0.91,0.74,0.53,	|
| 	(1) 	| numero = 493 	| endr = 0067FE80 	| err = 0 	| 493 -> 506 	| genes = 0.24,0.44,0.36,0.27,0.84,0.02,	|
| 	(1) 	| numero = 506 	| endr = 0067FE80 	| err = 0 	| 506 -> 509 	| genes = 0.38,0.17,0.56,0.58,0.50,0.50,	|
| 	(1) 	| numero = 509 	| endr = 0067FE80 	| err = 0 	| 509 -> 510 	| genes = 0.38,0.17,0.56,0.66,0.95,0.03,	|
| 	(1) 	| numero = 510 	| endr = 0067FE80 	| err = 0 	| 510 -> 514 	| genes = 0.76,0.36,0.55,0.26,0.28,0.71,	|
| 	(1) 	| numero = 514 	| endr = 0067FE80 	| err = 0 	| 514 -> 517 	| genes = 0.39,0.65,0.30,0.66,0.95,0.03,	|
| 	(1) 	| numero = 517 	| endr = 0067FE80 	| err = 0 	| 517 -> 537 	| genes = 0.39,0.65,0.30,0.87,0.54,0.48,	|
| 	(1) 	| numero = 537 	| endr = 0067FE80 	| err = 0 	| 537 -> 562 	| genes = 0.53,0.82,0.25,0.16,0.51,0.23,	|
| 	(1) 	| numero = 562 	| endr = 0067FE80 	| err = 0 	| 562 -> 566 	| genes = 0.98,0.42,0.20,0.32,0.12,0.97,	|
| 	(1) 	| numero = 566 	| endr = 0067FE80 	| err = 0 	| 566 -> 569 	| genes = 0.08,0.44,0.53,0.03,0.81,0.53,	|
| 	(1) 	| numero = 569 	| endr = 0067FE80 	| err = 0 	| 569 -> 574 	| genes = 0.08,0.44,0.53,0.56,0.79,0.57,	|
| 	(1) 	| numero = 574 	| endr = 0067FE80 	| err = 0 	| 574 -> 577 	| genes = 0.40,0.33,0.46,0.56,0.79,0.57,	|
| 	(1) 	| numero = 577 	| endr = 0067FE80 	| err = 0 	| 577 -> 582 	| genes = 0.40,0.33,0.46,0.69,0.35,0.74,	|
| 	(1) 	| numero = 582 	| endr = 0067FE80 	| err = 0 	| 582 -> 585 	| genes = 0.27,0.15,0.46,0.69,0.35,0.74,	|
| 	(1) 	| numero = 585 	| endr = 0067FE80 	| err = 0 	| 585 -> 597 	| genes = 0.27,0.15,0.46,0.36,0.81,0.86,	|
| 	(1) 	| numero = 597 	| endr = 0067FE80 	| err = 0 	| 597 -> 621 	| genes = 0.26,0.53,0.46,0.59,0.91,0.32,	|
| 	(1) 	| numero = 621 	| endr = 0067FE80 	| err = 0 	| 621 -> 622 	| genes = 0.96,0.26,0.12,0.47,0.19,0.49,	|
| 	(1) 	| numero = 622 	| endr = 0067FE80 	| err = 0 	| 622 -> 630 	| genes = 0.99,0.50,0.08,0.23,0.07,0.70,	|
| 	(1) 	| numero = 630 	| endr = 0067FE80 	| err = 0 	| 630 -> 633 	| genes = 0.35,0.39,0.53,0.10,0.65,0.38,	|
| 	(1) 	| numero = 633 	| endr = 0067FE80 	| err = 0 	| 633 -> 681 	| genes = 0.35,0.39,0.53,0.75,0.15,0.82,	|
| 	(1) 	| numero = 681 	| endr = 0067FE80 	| err = 0 	| 681 -> 690 	| genes = 0.13,0.34,0.56,0.00,0.68,0.15,	|
| 	(1) 	| numero = 690 	| endr = 0067FE80 	| err = 0 	| 690 -> 713 	| genes = 0.29,0.60,0.44,0.83,0.84,0.29,	|
| 	(1) 	| numero = 713 	| endr = 0067FE80 	| err = 0 	| 713 -> 738 	| genes = 0.19,0.93,0.54,0.18,0.40,0.22,	|
| 	(1) 	| numero = 738 	| endr = 0067FE80 	| err = 0 	| 738 -> 741 	| genes = 0.55,0.24,0.08,0.70,0.19,0.43,	|
| 	(1) 	| numero = 741 	| endr = 0067FE80 	| err = 0 	| 741 -> 778 	| genes = 0.55,0.24,0.08,0.81,0.87,1.00,	|
| 	(1) 	| numero = 778 	| endr = 0067FE80 	| err = 0 	| 778 -> 781 	| genes = 0.55,0.04,0.11,0.96,0.44,0.59,	|
| 	(1) 	| numero = 781 	| endr = 0067FE80 	| err = 0 	| 781 -> 830 	| genes = 0.55,0.04,0.11,0.18,0.99,0.73,	|
| 	(1) 	| numero = 830 	| endr = 0067FE80 	| err = 0 	| 830 -> 846 	| genes = 0.71,0.41,0.31,0.49,0.52,0.84,	|
| 	(1) 	| numero = 846 	| endr = 0067FE80 	| err = 0 	| 846 -> 849 	| genes = 0.29,0.35,0.45,0.98,0.59,0.75,	|
| 	(1) 	| numero = 849 	| endr = 0067FE80 	| err = 0 	| 849 -> 301 	| genes = 0.29,0.35,0.45,0.94,0.80,0.03,	|
| 	(1) 	| numero = 301 	| endr = 0067FE80 	| err = 0 	| 301 -> 302 	| genes = 0.46,0.45,0.59,0.95,0.57,0.26,	|
| 	(1) 	| numero = 302 	| endr = 0067FE80 	| err = 0 	| 302 -> 305 	| genes = 0.50,0.25,0.50,0.04,0.88,0.72,	|
| 	(1) 	| numero = 305 	| endr = 0067FE80 	| err = 0 	| 305 -> 306 	| genes = 0.50,0.25,0.50,0.51,0.41,0.67,	|
| 	(1) 	| numero = 306 	| endr = 0067FE80 	| err = 0 	| 306 -> 309 	| genes = 0.12,0.15,0.55,0.95,0.57,0.26,	|
| 	(1) 	| numero = 309 	| endr = 0067FE80 	| err = 0 	| 309 -> 310 	| genes = 0.12,0.15,0.55,0.49,0.27,0.93,	|
| 	(1) 	| numero = 310 	| endr = 0067FE80 	| err = 0 	| 310 -> 313 	| genes = 0.59,0.20,0.31,0.51,0.41,0.67,	|
| 	(1) 	| numero = 313 	| endr = 0067FE80 	| err = 0 	| 313 -> 318 	| genes = 0.59,0.20,0.31,0.88,0.42,0.30,	|
| 	(1) 	| numero = 318 	| endr = 0067FE80 	| err = 0 	| 318 -> 321 	| genes = 0.38,0.12,0.25,0.88,0.42,0.30,	|
| 	(1) 	| numero = 321 	| endr = 0067FE80 	| err = 0 	| 321 -> 322 	| genes = 0.38,0.12,0.25,0.84,0.51,0.84,	|
| 	(1) 	| numero = 322 	| endr = 0067FE80 	| err = 0 	| 322 -> 325 	| genes = 0.48,0.54,0.26,0.50,0.10,0.81,	|
| 	(1) 	| numero = 325 	| endr = 0067FE80 	| err = 0 	| 325 -> 326 	| genes = 0.48,0.54,0.26,0.00,0.85,0.85,	|
| 	(1) 	| numero = 326 	| endr = 0067FE80 	| err = 0 	| 326 -> 329 	| genes = 0.18,0.32,0.49,0.84,0.51,0.84,	|
| 	(1) 	| numero = 329 	| endr = 0067FE80 	| err = 0 	| 329 -> 333 	| genes = 0.18,0.32,0.49,0.56,0.87,0.06,	|
| 	(1) 	| numero = 333 	| endr = 0067FE80 	| err = 0 	| 333 -> 334 	| genes = 0.39,0.65,0.30,0.97,0.97,0.10,	|
| 	(1) 	| numero = 334 	| endr = 0067FE80 	| err = 0 	| 334 -> 337 	| genes = 0.53,0.82,0.25,0.56,0.87,0.06,	|
| 	(1) 	| numero = 337 	| endr = 0067FE80 	| err = 0 	| 337 -> 341 	| genes = 0.53,0.82,0.25,0.16,0.51,0.23,	|
| 	(1) 	| numero = 341 	| endr = 0067FE80 	| err = 0 	| 341 -> 346 	| genes = 0.67,0.52,0.55,0.32,0.12,0.97,	|
| 	(1) 	| numero = 346 	| endr = 0067FE80 	| err = 0 	| 346 -> 349 	| genes = 0.08,0.44,0.53,0.32,0.12,0.97,	|
| 	(1) 	| numero = 349 	| endr = 0067FE80 	| err = 0 	| 349 -> 350 	| genes = 0.08,0.44,0.53,0.34,0.78,0.43,	|
| 	(1) 	| numero = 350 	| endr = 0067FE80 	| err = 0 	| 350 -> 353 	| genes = 0.40,0.33,0.46,0.36,1.00,0.85,	|
| 	(1) 	| numero = 353 	| endr = 0067FE80 	| err = 0 	| 353 -> 354 	| genes = 0.40,0.33,0.46,0.17,0.97,0.71,	|
| 	(1) 	| numero = 354 	| endr = 0067FE80 	| err = 0 	| 354 -> 357 	| genes = 0.27,0.15,0.46,0.34,0.78,0.43,	|
| 	(1) 	| numero = 357 	| endr = 0067FE80 	| err = 0 	| 357 -> 358 	| genes = 0.27,0.15,0.46,0.86,0.71,0.60,	|
| 	(1) 	| numero = 358 	| endr = 0067FE80 	| err = 0 	| 358 -> 361 	| genes = 0.26,0.53,0.46,0.17,0.97,0.71,	|
| 	(1) 	| numero = 361 	| endr = 0067FE80 	| err = 0 	| 361 -> 366 	| genes = 0.26,0.53,0.46,0.47,0.19,0.49,	|
| 	(1) 	| numero = 366 	| endr = 0067FE80 	| err = 0 	| 366 -> 369 	| genes = 0.35,0.39,0.53,0.47,0.19,0.49,	|
| 	(1) 	| numero = 369 	| endr = 0067FE80 	| err = 0 	| 369 -> 370 	| genes = 0.35,0.39,0.53,0.57,0.97,0.50,	|
| 	(1) 	| numero = 370 	| endr = 0067FE80 	| err = 0 	| 370 -> 373 	| genes = 0.13,0.34,0.56,0.67,0.69,0.68,	|
| 	(1) 	| numero = 373 	| endr = 0067FE80 	| err = 0 	| 373 -> 378 	| genes = 0.13,0.34,0.56,0.40,0.53,0.73,	|
| 	(1) 	| numero = 378 	| endr = 0067FE80 	| err = 0 	| 378 -> 381 	| genes = 0.55,0.24,0.08,0.40,0.53,0.73,	|
| 	(1) 	| numero = 381 	| endr = 0067FE80 	| err = 0 	| 381 -> 382 	| genes = 0.55,0.24,0.08,0.98,0.59,0.75,	|
| 	(1) 	| numero = 382 	| endr = 0067FE80 	| err = 0 	| 382 -> 385 	| genes = 0.58,0.53,0.26,0.98,0.96,0.65,	|
| 	(1) 	| numero = 385 	| endr = 0067FE80 	| err = 0 	| 385 -> 386 	| genes = 0.58,0.53,0.26,0.60,0.31,0.57,	|
| 	(1) 	| numero = 386 	| endr = 0067FE80 	| err = 0 	| 386 -> 389 	| genes = 0.56,0.51,0.24,0.98,0.59,0.75,	|
| 	(1) 	| numero = 389 	| endr = 0067FE80 	| err = 0 	| 389 -> 390 	| genes = 0.56,0.51,0.24,0.73,0.77,0.34,	|
| 	(1) 	| numero = 390 	| endr = 0067FE80 	| err = 0 	| 390 -> 393 	| genes = 0.13,0.68,0.50,0.60,0.31,0.57,	|
| 	(1) 	| numero = 393 	| endr = 0067FE80 	| err = 0 	| 393 -> 394 	| genes = 0.13,0.68,0.50,0.42,0.98,0.34,	|
| 	(1) 	| numero = 394 	| endr = 0067FE80 	| err = 0 	| 394 -> 398 	| genes = 0.59,0.61,0.32,0.73,0.77,0.34,	|
| 	(1) 	| numero = 398 	| endr = 0067FE80 	| err = 0 	| 398 -> 401 	| genes = 0.31,0.29,0.55,0.42,0.98,0.34,	|
| 	(1) 	| numero = 401 	| endr = 0067FE80 	| err = 0 	| 401 -> 405 	| genes = 0.31,0.29,0.55,0.67,0.92,0.43,	|
| 	(1) 	| numero = 405 	| endr = 0067FE80 	| err = 0 	| 405 -> 406 	| genes = 0.19,0.97,0.41,0.10,0.76,0.02,	|
| 	(1) 	| numero = 406 	| endr = 0067FE80 	| err = 0 	| 406 -> 409 	| genes = 0.15,0.65,0.45,0.67,0.92,0.43,	|
| 	(1) 	| numero = 409 	| endr = 0067FE80 	| err = 0 	| 409 -> 417 	| genes = 0.15,0.65,0.45,0.19,0.38,0.27,	|
| 	(1) 	| numero = 417 	| endr = 0067FE80 	| err = 0 	| 417 -> 422 	| genes = 0.30,0.27,0.32,0.54,0.59,0.72,	|
| 	(1) 	| numero = 422 	| endr = 0067FE80 	| err = 0 	| 422 -> 426 	| genes = 0.57,0.26,0.04,0.54,0.59,0.72,	|
| 	(1) 	| numero = 426 	| endr = 0067FE80 	| err = 0 	| 426 -> 430 	| genes = 0.34,0.27,0.54,0.96,0.64,0.55,	|
| 	(1) 	| numero = 430 	| endr = 0067FE80 	| err = 0 	| 430 -> 437 	| genes = 0.95,0.44,0.34,0.33,0.22,0.94,	|
| 	(1) 	| numero = 437 	| endr = 0067FE80 	| err = 0 	| 437 -> 438 	| genes = 0.61,0.93,0.56,0.37,0.57,0.26,	|
| 	(1) 	| numero = 438 	| endr = 0067FE80 	| err = 0 	| 438 -> 441 	| genes = 0.44,0.90,0.46,0.14,0.36,0.37,	|
| 	(1) 	| numero = 441 	| endr = 0067FE80 	| err = 0 	| 441 -> 445 	| genes = 0.44,0.90,0.46,0.93,0.69,0.50,	|
| 	(1) 	| numero = 445 	| endr = 0067FE80 	| err = 0 	| 445 -> 446 	| genes = 0.40,0.10,0.57,0.87,0.27,0.37,	|
| 	(1) 	| numero = 446 	| endr = 0067FE80 	| err = 0 	| 446 -> 450 	| genes = 0.58,0.89,0.09,0.93,0.69,0.50,	|
| 	(1) 	| numero = 450 	| endr = 0067FE80 	| err = 0 	| 450 -> 453 	| genes = 0.58,0.36,0.22,0.87,0.27,0.37,	|
| 	(1) 	| numero = 453 	| endr = 0067FE80 	| err = 0 	| 453 -> 454 	| genes = 0.58,0.36,0.22,0.09,0.98,0.20,	|
| 	(1) 	| numero = 454 	| endr = 0067FE80 	| err = 0 	| 454 -> 457 	| genes = 0.34,0.01,0.33,0.31,0.68,0.76,	|
| 	(1) 	| numero = 457 	| endr = 0067FE80 	| err = 0 	| 457 -> 458 	| genes = 0.34,0.01,0.33,0.05,0.96,0.44,	|
| 	(1) 	| numero = 458 	| endr = 0067FE80 	| err = 0 	| 458 -> 461 	| genes = 0.14,0.16,0.56,0.09,0.98,0.20,	|
| 	(1) 	| numero = 461 	| endr = 0067FE80 	| err = 0 	| 461 -> 462 	| genes = 0.14,0.16,0.56,0.13,0.77,0.12,	|
| 	(1) 	| numero = 462 	| endr = 0067FE80 	| err = 0 	| 462 -> 465 	| genes = 0.52,0.52,0.20,0.05,0.96,0.44,	|
| 	(1) 	| numero = 465 	| endr = 0067FE80 	| err = 0 	| 465 -> 470 	| genes = 0.52,0.52,0.20,0.25,0.55,0.44,	|
| 	(1) 	| numero = 470 	| endr = 0067FE80 	| err = 0 	| 470 -> 474 	| genes = 0.41,0.61,0.54,0.25,0.55,0.44,	|
| 	(1) 	| numero = 474 	| endr = 0067FE80 	| err = 0 	| 474 -> 477 	| genes = 0.50,0.08,0.26,0.47,0.97,0.49,	|
| 	(1) 	| numero = 477 	| endr = 0067FE80 	| err = 0 	| 477 -> 478 	| genes = 0.50,0.08,0.26,0.95,0.57,0.26,	|
| 	(1) 	| numero = 478 	| endr = 0067FE80 	| err = 0 	| 478 -> 481 	| genes = 0.46,0.45,0.59,0.08,0.60,0.75,	|
| 	(1) 	| numero = 481 	| endr = 0067FE80 	| err = 0 	| 481 -> 482 	| genes = 0.46,0.45,0.59,0.04,0.88,0.72,	|
| 	(1) 	| numero = 482 	| endr = 0067FE80 	| err = 0 	| 482 -> 485 	| genes = 0.50,0.25,0.50,0.95,0.57,0.26,	|
| 	(1) 	| numero = 485 	| endr = 0067FE80 	| err = 0 	| 485 -> 486 	| genes = 0.50,0.25,0.50,0.91,0.70,1.00,	|
| 	(1) 	| numero = 486 	| endr = 0067FE80 	| err = 0 	| 486 -> 489 	| genes = 0.50,0.25,0.50,0.04,0.88,0.72,	|
| 	(1) 	| numero = 489 	| endr = 0067FE80 	| err = 0 	| 489 -> 494 	| genes = 0.50,0.25,0.50,0.51,0.41,0.67,	|
| 	(1) 	| numero = 494 	| endr = 0067FE80 	| err = 0 	| 494 -> 497 	| genes = 0.59,0.20,0.31,0.51,0.41,0.67,	|
| 	(1) 	| numero = 497 	| endr = 0067FE80 	| err = 0 	| 497 -> 498 	| genes = 0.59,0.20,0.31,0.69,0.64,0.48,	|
| 	(1) 	| numero = 498 	| endr = 0067FE80 	| err = 0 	| 498 -> 501 	| genes = 0.59,0.20,0.31,0.26,0.96,0.46,	|
| 	(1) 	| numero = 501 	| endr = 0067FE80 	| err = 0 	| 501 -> 502 	| genes = 0.59,0.20,0.31,0.88,0.42,0.30,	|
| 	(1) 	| numero = 502 	| endr = 0067FE80 	| err = 0 	| 502 -> 506 	| genes = 0.38,0.12,0.25,0.69,0.64,0.48,	|
| 	(1) 	| numero = 506 	| endr = 0067FE80 	| err = 0 	| 506 -> 509 	| genes = 0.48,0.54,0.26,0.88,0.42,0.30,	|
| 	(1) 	| numero = 509 	| endr = 0067FE80 	| err = 0 	| 509 -> 513 	| genes = 0.48,0.54,0.26,0.04,0.60,0.16,	|
| 	(1) 	| numero = 513 	| endr = 0067FE80 	| err = 0 	| 513 -> 518 	| genes = 0.18,0.32,0.49,0.51,0.25,0.58,	|
| 	(1) 	| numero = 518 	| endr = 0067FE80 	| err = 0 	| 518 -> 521 	| genes = 0.24,0.44,0.36,0.51,0.25,0.58,	|
